0,0
10,0
20,0
30,0
40,0
50,0
60,0
70,0
80,0
90,0
100,0
110,0
120,0
130,0
140,0
150,0
160,0
170,0
180,0
190,0
200,0
210,0
220,0
230,0
240,0
250,0
260,0
270,0
280,0
290,0
300,0
310,0
320,0
330,0
340,0
350,0
360,0
370,0
380,0
390,0
400,0
410,0
420,0
430,0
440,0
450,0
460,0
470,0
480,0
490,0
500,0
510,0
520,0
530,0
540,0
550,0
560,0
570,0
580,0
590,0
0,10
10,10
20,10
30,10
40,10
50,10
60,10
70,10
80,10
90,10
100,10
110,10
120,10
130,10
140,10
150,10
160,10
170,10
180,10
190,10
200,10
210,10
220,10
230,10
240,10
250,10
260,10
270,10
280,10
290,10
300,10
310,10
320,10
330,10
340,10
350,10
360,10
370,10
380,10
390,10
400,10
410,10
420,10
430,10
440,10
450,10
460,10
470,10
480,10
490,10
500,10
510,10
520,10
530,10
540,10
550,10
560,10
570,10
580,10
590,10
0,20
10,20
20,20
30,20
40,20
50,20
60,20
70,20
80,20
90,20
100,20
110,20
120,20
130,20
140,20
150,20
160,20
170,20
180,20
190,20
200,20
210,20
220,20
230,20
240,20
250,20
260,20
270,20
280,20
290,20
300,20
310,20
320,20
330,20
340,20
350,20
360,20
370,20
380,20
390,20
400,20
410,20
420,20
430,20
440,20
450,20
460,20
470,20
480,20
490,20
500,20
510,20
520,20
530,20
540,20
550,20
560,20
570,20
580,20
590,20
0,30
10,30
20,30
30,30
40,30
50,30
60,30
70,30
80,30
90,30
100,30
110,30
120,30
130,30
140,30
150,30
160,30
170,30
180,30
190,30
200,30
210,30
220,30
230,30
240,30
250,30
260,30
270,30
280,30
290,30
300,30
310,30
320,30
330,30
340,30
350,30
360,30
370,30
380,30
390,30
400,30
410,30
420,30
430,30
440,30
450,30
460,30
470,30
480,30
490,30
500,30
510,30
520,30
530,30
540,30
550,30
560,30
570,30
580,30
590,30
0,40
10,40
20,40
30,40
560,40
570,40
580,40
590,40
0,50
10,50
20,50
30,50
290,50
300,50
560,50
570,50
580,50
590,50
0,60
10,60
20,60
30,60
290,60
300,60
560,60
570,60
580,60
590,60
0,70
10,70
20,70
30,70
280,70
290,70
300,70
310,70
560,70
570,70
580,70
590,70
0,80
10,80
20,80
30,80
280,80
290,80
300,80
310,80
560,80
570,80
580,80
590,80
0,90
10,90
20,90
30,90
560,90
570,90
580,90
590,90
0,100
10,100
20,100
30,100
320,100
560,100
570,100
580,100
590,100
0,110
10,110
20,110
30,110
260,110
270,110
320,110
330,110
560,110
570,110
580,110
590,110
0,120
10,120
20,120
30,120
260,120
270,120
310,120
320,120
330,120
560,120
570,120
580,120
590,120
0,130
10,130
20,130
30,130
250,130
260,130
270,130
280,130
310,130
320,130
330,130
340,130
560,130
570,130
580,130
590,130
0,140
10,140
20,140
30,140
250,140
260,140
270,140
280,140
310,140
320,140
330,140
340,140
560,140
570,140
580,140
590,140
0,150
10,150
20,150
30,150
240,150
250,150
260,150
270,150
280,150
290,150
300,150
310,150
320,150
330,150
340,150
350,150
560,150
570,150
580,150
590,150
0,160
10,160
20,160
30,160
560,160
570,160
580,160
590,160
0,170
10,170
20,170
30,170
230,170
360,170
560,170
570,170
580,170
590,170
0,180
10,180
20,180
30,180
230,180
350,180
360,180
560,180
570,180
580,180
590,180
0,190
10,190
20,190
30,190
220,190
230,190
240,190
350,190
360,190
370,190
560,190
570,190
580,190
590,190
0,200
10,200
20,200
30,200
220,200
230,200
240,200
340,200
350,200
360,200
